warehouse_location,category_lvl1,category_lvl2,category_lvl3,current_stock,available_stock
WH-5-A43,Unknown,Unknown,Unknown,304,304
WH-7-C22,Vehicles & Parts,Vehicles,Motor Vehicles,151,151
WH-7-D44,Unknown,Unknown,Unknown,402,401
WH-5-B87,Unknown,Unknown,Unknown,134,130
WH-2-E60,Unknown,Unknown,Unknown,365,365
WH-1-D76,Unknown,Unknown,Unknown,271,270
WH-6-C32,Vehicles & Parts,Vehicles,Motor Vehicles,155,154
WH-6-C57,Home & Garden,Plants,Trees,23,21
WH-4-B53,Unknown,Unknown,Unknown,347,347
WH-2-A12,Unknown,Unknown,Unknown,435,434
WH-3-B82,Vehicles & Parts,Vehicles,Motor Vehicles,340,339
WH-2-C86,Toys & Games,Toys,Toy Weapons & Gadgets,179,176
WH-2-C14,Hardware,Hardware Accessories,Tool Storage & Organization,212,209
WH-7-B26,Home & Garden,Kitchen & Dining,Tableware,483,474
WH-6-C41,Home & Garden,Linens & Bedding,Bed Sheets,116,98
WH-6-A89,Home & Garden,Linens & Bedding,Bed Sheets,35,32
WH-1-C29,Home & Garden,Linens & Bedding,Bed Sheets,459,455
WH-5-E49,Home & Garden,Linens & Bedding,Bed Sheets,447,442
WH-6-B88,Home & Garden,Linens & Bedding,Bed Sheets,144,140
WH-6-A47,Home & Garden,Linens & Bedding,Bed Sheets,26,25
WH-7-A11,Home & Garden,Linens & Bedding,Bed Sheets,337,333
WH-9-C61,Home & Garden,Linens & Bedding,Bed Sheets,316,311
WH-4-B68,Home & Garden,Linens & Bedding,Bed Sheets,482,480
WH-2-E25,Home & Garden,Linens & Bedding,Bed Sheets,489,487
WH-7-A84,Unknown,Unknown,Unknown,348,340
WH-1-E57,Sporting Goods,Outdoor Recreation,Camping & Hiking,65,60
WH-2-D34,Home & Garden,Linens & Bedding,Bed Sheets,203,182
WH-4-D83,Home & Garden,Linens & Bedding,Bed Sheets,337,337
WH-2-B27,Sporting Goods,Outdoor Recreation,Camping & Hiking,400,344
WH-8-B17,Unknown,,,482,481
WH-8-A36,Apparel & Accessories,Clothing,Underwear & Socks,478,477
WH-7-B27,Health & Beauty,Health Care,Medical Tests,484,481
WH-3-B32,Electronics,Components,Electronics Component Connectors,364,363
WH-1-C16,Electronics,Electronics Accessories,Computer Accessories,166,165
WH-8-A36,Unknown,Unknown,Unknown,53,49
WH-5-E75,Unknown,Unknown,Unknown,431,421
WH-6-D62,Electronics,Audio,Audio Components,125,125
WH-9-D90,Furniture,Tables,Folding Tables,222,221
WH-4-A38,Home & Garden,Linens & Bedding,Bedding,519,516
WH-7-E98,Unknown,Unknown,Unknown,479,475
WH-6-D81,Apparel & Accessories,Clothing,Shorts,233,224
WH-1-B23,Apparel & Accessories,Clothing,Underwear & Socks,413,412
WH-3-B30,Apparel & Accessories,Clothing,Underwear & Socks,211,210
WH-4-A10,Apparel & Accessories,Clothing,Pants,269,269
WH-6-D74,Apparel & Accessories,Clothing,Pants,280,280
WH-1-A80,Unknown,,,476,475
WH-5-D60,Apparel & Accessories,Clothing,Underwear & Socks,249,246
WH-2-A80,Apparel & Accessories,Clothing,Underwear & Socks,471,469
WH-7-B58,Unknown,,,365,364
WH-9-C24,Unknown,,,20,19
WH-9-A59,Apparel & Accessories,Clothing,Underwear & Socks,464,464
WH-2-C57,Apparel & Accessories,Clothing,Underwear & Socks,44,43
WH-7-B52,Home & Garden,Linens & Bedding,Bed Sheets,452,448
WH-7-A64,Toys & Games,Toys,Play Vehicles,305,296
WH-9-C80,Toys & Games,Toys,Play Vehicles,317,310
WH-1-A17,Toys & Games,Toys,Building Toys,33,32
WH-2-C34,Apparel & Accessories,Shoes,Unknown,365,364
WH-2-B86,Home & Garden,Linens & Bedding,Bed Sheets,197,194
WH-3-C82,Home & Garden,Linens & Bedding,Bed Sheets,385,379
WH-9-B43,Home & Garden,Linens & Bedding,Bed Sheets,125,108
WH-9-C51,Home & Garden,Linens & Bedding,Bed Sheets,304,302
WH-2-D72,Home & Garden,Linens & Bedding,Bed Sheets,422,416
WH-1-B81,Home & Garden,Linens & Bedding,Bed Sheets,145,141
WH-1-A36,Home & Garden,Linens & Bedding,Bed Sheets,356,349
WH-5-C34,Home & Garden,Linens & Bedding,Bed Sheets,391,390
WH-9-C17,Home & Garden,Linens & Bedding,Bed Sheets,305,304
WH-8-D88,Home & Garden,Linens & Bedding,Bed Sheets,442,438
WH-9-C20,Home & Garden,Linens & Bedding,Bed Sheets,406,397
WH-5-B34,Home & Garden,Linens & Bedding,Bed Sheets,388,386
WH-2-D77,Electronics,Electronics Accessories,Power,112,110
WH-9-C93,Unknown,,,368,367
WH-9-E65,Unknown,,,393,392
WH-9-B89,Home & Garden,Linens & Bedding,Bed Sheets,217,210
WH-4-A76,Home & Garden,Linens & Bedding,Bed Sheets,494,491
WH-8-E36,Home & Garden,Linens & Bedding,Bed Sheets,212,210
WH-1-B80,Home & Garden,Linens & Bedding,Bed Sheets,407,401
WH-6-A33,Home & Garden,Linens & Bedding,Bed Sheets,464,462
WH-7-D19,Home & Garden,Linens & Bedding,Bed Sheets,469,468
WH-3-E46,Home & Garden,Linens & Bedding,Bed Sheets,232,231
WH-2-B17,Home & Garden,Linens & Bedding,Bed Sheets,102,98
WH-5-E16,Home & Garden,Linens & Bedding,Bed Sheets,140,138
WH-5-A52,Apparel & Accessories,Shoes,Unknown,332,331
WH-1-A82,Apparel & Accessories,Shoes,Unknown,471,471
WH-2-B10,Home & Garden,Linens & Bedding,Bedding,490,484
WH-4-D87,Unknown,Unknown,Unknown,416,410
WH-5-D28,Home & Garden,Linens & Bedding,Bed Sheets,222,217
WH-2-E82,Apparel & Accessories,Costumes & Accessories,Costume Accessory Sets,447,446
WH-9-D62,Home & Garden,Kitchen & Dining,Kitchen Knives,496,495
WH-8-C91,Home & Garden,Lighting,Lamps,292,285
WH-7-E57,Apparel & Accessories,Shoes,Unknown,194,194
WH-1-C92,Sporting Goods,Outdoor Recreation,Camping & Hiking,589,571
WH-2-E41,Health & Beauty,Personal Care,Cosmetics,486,478
WH-1-C64,Apparel & Accessories,Shoes,Unknown,3,3
WH-5-E59,Apparel & Accessories,Clothing Accessories,Hair Accessories,450,449
WH-5-A31,Unknown,,,440,440
WH-4-B68,Apparel & Accessories,Clothing,Underwear & Socks,287,287
WH-4-D91,Sporting Goods,Outdoor Recreation,Camping & Hiking,404,402
WH-7-B76,Unknown,,,358,356
WH-8-A72,Sporting Goods,Outdoor Recreation,Camping & Hiking,398,391
WH-3-A67,Apparel & Accessories,Clothing,Underwear & Socks,355,354
WH-1-A85,Apparel & Accessories,Clothing,Underwear & Socks,185,180
WH-7-E79,Apparel & Accessories,Clothing,Underwear & Socks,257,254
WH-7-B18,Apparel & Accessories,Clothing,Underwear & Socks,443,440
WH-4-B44,Apparel & Accessories,Clothing,Underwear & Socks,468,464
WH-3-E59,Unknown,Unknown,Unknown,492,490
WH-8-B10,Home & Garden,Kitchen & Dining,Kitchen Knives,378,377
WH-5-B60,Animals & Pet Supplies,Pet Supplies,Cat Supplies,315,308
WH-9-B33,Home & Garden,Lighting,Light Bulbs,70,70
WH-3-E85,Home & Garden,Lighting,Light Bulbs,393,393
WH-3-E84,Home & Garden,Decor,Artwork,55,54
WH-1-B77,Unknown,,,28,26
WH-7-E35,Health & Beauty,Personal Care,Cosmetics,150,148
WH-9-B56,Home & Garden,Decor,Unknown,739,669
WH-2-A16,Home & Garden,Kitchen & Dining,Kitchen Tools & Utensils,86,84
WH-8-A11,Home & Garden,Kitchen & Dining,Food Storage Containers,313,312
WH-3-E37,Apparel & Accessories,Jewelry,Necklaces,236,231
WH-2-A23,Unknown,,,427,427
WH-5-B49,Unknown,,,428,427
WH-6-E70,Home & Garden,Household Supplies,Storage & Organization,169,162
WH-2-C77,Unknown,,,347,346
WH-2-C54,Home & Garden,Decor,Rugs,264,263
WH-4-B58,Office Supplies,Filing & Organization,Portfolios & Padfolios,141,138
WH-1-A33,Home & Garden,Kitchen & Dining,Tableware,260,252
WH-3-B13,Home & Garden,Kitchen & Dining,Tableware,352,349
WH-2-D19,Home & Garden,Kitchen & Dining,Tableware,54,50
WH-2-D24,Home & Garden,Kitchen & Dining,Tableware,308,304
WH-2-B61,Home & Garden,Kitchen & Dining,Tableware,18,14
WH-2-B57,Home & Garden,Kitchen & Dining,Tableware,330,327
WH-5-A39,Home & Garden,Kitchen & Dining,Tableware,361,361
WH-5-B10,Home & Garden,Decor,Seasonal & Holiday Decorations,180,177
WH-7-E71,Home & Garden,Kitchen & Dining,Tableware,32,31
WH-5-E62,Apparel & Accessories,Clothing,Outfit Sets,93,92
WH-4-C26,Home & Garden,Household Supplies,Storage & Organization,469,456
WH-3-A50,Home & Garden,Household Supplies,Storage & Organization,175,175
WH-1-A46,Home & Garden,Household Supplies,Storage & Organization,557,538
WH-3-C94,Unknown,Unknown,Unknown,8,6
WH-5-C22,Apparel & Accessories,Clothing,Underwear & Socks,139,138
WH-1-D86,Apparel & Accessories,Clothing,Outerwear,356,355
WH-1-D49,Apparel & Accessories,Clothing,Pants,176,174
WH-7-A87,Apparel & Accessories,Clothing,Unknown,453,453
WH-5-D25,Apparel & Accessories,Clothing,Outerwear,483,483
WH-3-A93,Apparel & Accessories,Unknown,Unknown,454,453
WH-7-A30,Apparel & Accessories,Clothing,Unknown,125,123
WH-6-C54,Apparel & Accessories,Clothing,Outerwear,490,488
WH-2-A66,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,414,411
WH-7-C69,Electronics,Electronics Accessories,Computer Risers & Stands,259,257
WH-6-A95,Home & Garden,Lawn & Garden,Unknown,395,393
WH-7-D98,Home & Garden,Lawn & Garden,Unknown,146,142
WH-1-B80,Unknown,Unknown,Unknown,130,128
WH-9-D82,Office Supplies,Office Instruments,Writing & Drawing Instruments,70,69
WH-6-E18,Apparel & Accessories,Clothing,Suits,495,493
WH-7-B64,Health & Beauty,Personal Care,Shaving & Grooming,120,118
WH-3-C20,Unknown,,,393,392
WH-9-D61,Apparel & Accessories,Clothing,Pants,472,471
WH-4-A64,Unknown,,,231,231
WH-7-B15,Apparel & Accessories,Clothing,Dresses,395,394
WH-4-C23,Home & Garden,Decor,Artwork,471,469
WH-5-B78,Home & Garden,Decor,Artwork,338,320
WH-5-B49,Home & Garden,Decor,Artwork,235,231
WH-4-C74,Home & Garden,Decor,Artwork,364,357
WH-6-A83,Home & Garden,Decor,Artwork,377,371
WH-9-E83,Home & Garden,Decor,Artwork,99,92
WH-9-C97,Apparel & Accessories,Shoes,Unknown,66,65
WH-3-A87,Apparel & Accessories,Shoes,Unknown,78,77
WH-2-E75,Apparel & Accessories,Shoes,Unknown,477,477
WH-9-D25,Apparel & Accessories,Shoes,Unknown,350,346
WH-6-D28,Apparel & Accessories,Shoes,Unknown,424,422
WH-7-B91,Apparel & Accessories,Shoes,Unknown,230,229
WH-8-B70,Apparel & Accessories,Shoes,Unknown,299,298
WH-7-C20,Apparel & Accessories,Shoes,Unknown,350,349
WH-9-B21,Apparel & Accessories,Shoes,Unknown,234,234
WH-4-C65,Apparel & Accessories,Shoes,Unknown,193,192
WH-6-B54,Apparel & Accessories,Shoes,Unknown,357,355
WH-4-B38,Apparel & Accessories,Shoes,Unknown,11,9
WH-6-A55,Apparel & Accessories,Shoes,Unknown,13,12
WH-4-E24,Apparel & Accessories,Shoes,Unknown,181,179
WH-7-E59,Apparel & Accessories,Shoes,Unknown,170,168
WH-1-C71,Apparel & Accessories,Shoes,Unknown,484,482
WH-3-A39,Apparel & Accessories,Clothing,Swimwear,124,123
WH-6-D33,Apparel & Accessories,Clothing,Swimwear,237,236
WH-4-D40,Apparel & Accessories,Clothing,Swimwear,197,197
WH-9-D58,Unknown,,,410,400
WH-7-E35,Unknown,,,548,539
WH-3-C75,Unknown,,,69,67
WH-6-B43,Unknown,,,398,392
WH-7-D25,Apparel & Accessories,Handbag & Wallet Accessories,Keychains,275,257
WH-7-A20,Apparel & Accessories,Handbag & Wallet Accessories,Keychains,426,406
WH-6-A94,Electronics,Audio,Audio Components,404,399
WH-1-A62,Unknown,Unknown,Unknown,345,342
WH-2-E48,Unknown,Unknown,Unknown,191,189
WH-8-C31,Unknown,Unknown,Unknown,276,271
WH-1-D83,Apparel & Accessories,Clothing Accessories,Hair Accessories,469,465
WH-2-A49,Apparel & Accessories,Clothing,Pants,418,418
WH-1-B16,Unknown,,,418,418
WH-3-A75,Home & Garden,Kitchen & Dining,Tableware,215,212
WH-5-E58,Apparel & Accessories,Clothing,Underwear & Socks,109,108
WH-3-D31,Home & Garden,Kitchen & Dining,Kitchen Knives,507,503
WH-3-E58,Unknown,,,256,255
WH-2-C31,Health & Beauty,Personal Care,Cosmetics,92,86
WH-3-B66,Home & Garden,Household Supplies,Storage & Organization,422,397
WH-8-B52,Home & Garden,Household Supplies,Storage & Organization,355,350
WH-3-E74,Unknown,Unknown,Unknown,351,349
WH-3-C13,Luggage & Bags,Luggage Accessories,Travel Pouches,282,281
WH-6-B26,Apparel & Accessories,"Handbags, Wallets & Cases",Handbags,411,403
WH-6-E48,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,90,85
WH-8-C84,Unknown,,,416,415
WH-8-A28,Apparel & Accessories,Shoes,Unknown,88,87
WH-6-A55,Apparel & Accessories,Clothing,Traditional & Ceremonial Clothing,450,449
WH-6-C27,Apparel & Accessories,Clothing,Underwear & Socks,217,216
WH-6-B55,Apparel & Accessories,Shoes,Unknown,29,28
WH-9-E13,Hardware,Hardware Accessories,Tool Storage & Organization,145,143
WH-9-E66,Unknown,Unknown,Unknown,79,74
WH-4-E67,Hardware,Hardware Accessories,Tool Storage & Organization,410,409
WH-8-E93,Hardware,Tool Accessories,Tool Stands,59,53
WH-3-B79,Home & Garden,Kitchen & Dining,Kitchen Appliances,104,78
WH-8-C37,Apparel & Accessories,Clothing,Baby & Toddler Clothing,373,373
WH-1-C39,Apparel & Accessories,Shoes,Unknown,139,139
WH-5-D60,Hardware,Tools,Wrenches,257,255
WH-3-B44,Home & Garden,Kitchen & Dining,Kitchen Utensil Sets,301,294
WH-4-C47,Health & Beauty,Personal Care,Foot Care,101,100
WH-9-C42,Hardware,Hardware Accessories,Tool Storage & Organization,319,318
WH-7-E46,Health & Beauty,Health Care,Fitness & Nutrition,136,134
WH-3-E81,Health & Beauty,Personal Care,Hair Care,499,495
WH-2-C92,Home & Garden,Decor,Unknown,67,67
WH-8-C48,Apparel & Accessories,Clothing Accessories,Hair Accessories,260,254
WH-5-E46,Electronics,Audio,Audio Components,376,376
WH-1-E24,Electronics,Electronics Accessories,Antenna Accessories,152,151
WH-1-E90,Electronics,Audio,Audio Components,467,467
WH-8-C20,Hardware,Hardware Accessories,Tool Storage & Organization,243,242
WH-2-A72,Hardware,Hardware Accessories,Tool Storage & Organization,426,426
WH-8-C64,Electronics,Audio,Audio Components,141,139
WH-8-D25,Apparel & Accessories,Shoes,Unknown,241,240
WH-6-C27,Apparel & Accessories,Clothing,Underwear & Socks,78,77
WH-8-B72,Apparel & Accessories,Clothing,Underwear & Socks,264,263
WH-6-A90,Apparel & Accessories,Clothing,Underwear & Socks,96,93
WH-7-B55,Apparel & Accessories,Clothing,Underwear & Socks,362,360
WH-2-B66,Apparel & Accessories,Clothing,Underwear & Socks,54,53
WH-9-B91,Apparel & Accessories,Clothing,Underwear & Socks,39,37
WH-8-A44,Apparel & Accessories,Clothing,Underwear & Socks,49,47
WH-4-D66,Apparel & Accessories,Jewelry,Unknown,397,397
WH-6-D62,Apparel & Accessories,Shoes,Unknown,75,74
WH-7-B73,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,487,482
WH-5-B42,Electronics,Audio,Audio Components,245,242
WH-1-E69,Apparel & Accessories,Shoes,Unknown,429,428
WH-9-E92,Hardware,Hardware Accessories,Tool Storage & Organization,458,456
WH-4-E28,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,450,445
WH-6-B49,Cameras & Optics,Optics,Scopes,408,400
WH-7-B90,Unknown,,,494,494
WH-6-E44,Apparel & Accessories,Jewelry,Watches,484,479
WH-5-E98,Apparel & Accessories,Clothing,Underwear & Socks,442,442
WH-1-D39,Apparel & Accessories,Costumes & Accessories,Costume Accessories,89,69
WH-7-A42,"Food, Beverages & Tobacco",Food Items,Snack Foods,253,249
WH-5-B53,Apparel & Accessories,Shoes,Unknown,460,460
WH-2-B76,Mature,Weapons,Mace & Pepper Spray,171,165
WH-9-A29,Apparel & Accessories,Shoes,Unknown,441,440
WH-4-E37,Apparel & Accessories,Shoes,Unknown,24,24
WH-1-E44,Electronics,Electronics Accessories,Power Adapters & Chargers,164,162
WH-9-C85,Home & Garden,Linens & Bedding,Bed Sheets,42,42
WH-7-C13,Apparel & Accessories,Clothing,Underwear & Socks,452,452
WH-8-D18,Unknown,,,43,42
WH-8-A92,Business & Industrial,Piercing & Tattooing,Tattooing Supplies,273,269
WH-6-A32,Unknown,,,265,263
WH-2-C86,Electronics,Electronics Accessories,Power,261,257
WH-7-D40,Hardware,Hardware Accessories,Tool Storage & Organization,266,266
WH-1-D86,Hardware,Hardware Accessories,Tool Storage & Organization,442,442
WH-6-A30,Electronics,Audio,Audio Accessories,501,499
WH-1-A96,Hardware,Hardware Accessories,Tool Storage & Organization,168,167
WH-7-B74,Electronics,Audio,Audio Accessories,253,253
WH-6-A43,Electronics,Audio,Audio Components,199,198
WH-2-A98,Unknown,Unknown,Unknown,125,125
WH-4-D93,Health & Beauty,Personal Care,Cosmetics,234,232
WH-5-B89,Health & Beauty,Personal Care,Cosmetics,355,353
WH-1-B46,Apparel & Accessories,Shoes,Unknown,188,187
WH-8-B22,Unknown,,,256,256
WH-3-E28,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,439,439
WH-3-E85,Electronics,Electronics Accessories,Power,217,213
WH-2-B62,Unknown,Unknown,Unknown,454,452
WH-9-B45,Apparel & Accessories,Clothing Accessories,Hair Extensions,480,479
WH-9-E67,Apparel & Accessories,Clothing Accessories,Hair Accessories,393,392
WH-8-C30,Hardware,Tools,Wrenches,84,79
WH-3-D70,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,197,194
WH-2-D34,Vehicles & Parts,Vehicle Parts & Accessories,Motor Vehicle Frame & Body Parts,36,27
WH-4-B86,Apparel & Accessories,Clothing,Underwear & Socks,336,335
WH-5-B94,Hardware,Tools,Flashlights & Headlamps,533,511
WH-6-B47,Unknown,Unknown,Unknown,267,257
WH-5-B73,Unknown,,,6,5
WH-8-E47,Electronics,Audio,Audio Components,376,374
WH-6-D58,Hardware,Hardware Accessories,Tool Storage & Organization,79,78
WH-6-E65,Electronics,Audio,Audio Components,273,273
WH-3-A69,Hardware,Tools,Pliers,135,127
WH-9-E67,Health & Beauty,Personal Care,Hair Care,347,341
WH-3-C90,Apparel & Accessories,Clothing Accessories,Sunglasses,459,449
WH-1-C80,Electronics,Electronics Accessories,Power,197,196
WH-3-D12,Furniture,Shelving,Unknown,196,194
WH-7-C23,Apparel & Accessories,Shoes,Unknown,314,312
WH-2-D46,Apparel & Accessories,Clothing Accessories,Hair Accessories,272,269
WH-7-E14,Electronics,Audio,Audio Components,271,270
WH-3-B42,Business & Industrial,Piercing & Tattooing,Tattooing Supplies,194,194
WH-2-C47,Home & Garden,Household Supplies,Storage & Organization,410,409
WH-6-A79,Electronics,Video,Televisions,153,151
WH-9-C78,Unknown,Unknown,Unknown,120,115
WH-7-E15,Vehicles & Parts,Vehicle Parts & Accessories,"Vehicle Maintenance, Care & Decor",327,316
WH-4-E79,Apparel & Accessories,Clothing,Shorts,10,9
WH-9-B42,Mature,Weapons,Mace & Pepper Spray,370,313
WH-7-A35,Sporting Goods,Outdoor Recreation,Camping & Hiking,112,112
WH-3-E17,Apparel & Accessories,Clothing,Underwear & Socks,288,287
WH-9-B88,Unknown,Unknown,Unknown,94,89
WH-1-B89,Health & Beauty,Personal Care,Hair Care,105,99
WH-1-C60,Apparel & Accessories,Jewelry,Watches,224,222
WH-1-B26,Home & Garden,Decor,Vases,106,96
WH-7-B74,Apparel & Accessories,Clothing Accessories,Hair Accessories,211,209
WH-3-D56,Apparel & Accessories,Shoes,Unknown,314,314
WH-3-C61,Hardware,Building Materials,Doors,286,285
WH-2-C61,Health & Beauty,Health Care,Fitness & Nutrition,187,185
WH-1-E45,Electronics,Audio,Audio Accessories,352,350
WH-8-C79,Home & Garden,Decor,Home Fragrances,487,486
WH-7-C33,Unknown,,,30,28
WH-5-D75,Apparel & Accessories,Clothing,Shirts & Tops,477,475
WH-8-A54,Home & Garden,Plants,Flowers,15,11
WH-7-A36,Unknown,Unknown,Unknown,421,418
WH-6-E51,Unknown,Unknown,Unknown,198,196
WH-5-E85,Home & Garden,Plants,Flowers,281,277
WH-3-E39,Unknown,Unknown,Unknown,241,237
WH-7-A96,Apparel & Accessories,Clothing,One-Pieces,75,73
WH-8-D87,Health & Beauty,Personal Care,Hair Care,261,252
WH-4-D67,Hardware,Tool Accessories,Tool Sockets,235,234
WH-9-C32,Hardware,Hardware Accessories,Tool Storage & Organization,395,395
WH-8-E22,Hardware,Hardware Accessories,Tool Storage & Organization,301,300
WH-4-D49,Unknown,Unknown,Unknown,5,4
WH-7-A29,Apparel & Accessories,Jewelry,Earrings,13,12
WH-1-D30,Apparel & Accessories,Clothing Accessories,Hair Accessories,335,333
WH-1-C74,Hardware,Hardware Accessories,Tool Storage & Organization,199,178
WH-4-A10,Electronics,Audio,Audio Accessories,238,230
WH-2-B51,Hardware,Tools,Cutters,353,350
WH-4-E80,Unknown,Unknown,Unknown,177,159
WH-6-A31,Electronics,Audio,Audio Accessories,280,277
WH-8-E92,Business & Industrial,Piercing & Tattooing,Tattooing Inks,289,289
WH-2-C59,Apparel & Accessories,Clothing,Underwear & Socks,347,347
WH-7-B20,Unknown,Unknown,Unknown,139,138
WH-1-D54,Home & Garden,Decor,Rugs,359,359
WH-6-B80,Unknown,Unknown,Unknown,137,136
WH-1-B67,Hardware,Hardware Accessories,Tool Storage & Organization,428,425
WH-7-B67,Unknown,Unknown,Unknown,217,216
WH-3-E96,Unknown,,,461,460
WH-6-A83,Furniture,Tables,Unknown,185,181
WH-1-D97,Electronics,Audio,Audio Components,194,191
WH-4-E69,Apparel & Accessories,Costumes & Accessories,Costumes,174,171
WH-8-E34,Apparel & Accessories,Clothing,Underwear & Socks,173,172
WH-8-C50,Apparel & Accessories,Clothing,Underwear & Socks,224,224
WH-5-D15,Apparel & Accessories,Clothing,Underwear & Socks,36,32
WH-7-E55,Apparel & Accessories,Clothing,Underwear & Socks,191,189
WH-8-C18,Apparel & Accessories,Clothing,Underwear & Socks,472,470
WH-7-C62,Apparel & Accessories,Clothing,Underwear & Socks,139,135
WH-4-E20,Apparel & Accessories,Clothing,Underwear & Socks,192,191
WH-7-A91,Apparel & Accessories,Clothing,Underwear & Socks,445,445
WH-2-D94,Apparel & Accessories,Clothing,Underwear & Socks,259,258
WH-9-E41,Apparel & Accessories,Clothing,Underwear & Socks,270,267
WH-5-B92,Apparel & Accessories,Clothing,Underwear & Socks,121,117
WH-3-C37,Apparel & Accessories,Clothing,Underwear & Socks,67,66
WH-4-B53,Apparel & Accessories,Clothing,Underwear & Socks,211,210
WH-7-B73,Unknown,,,260,259
WH-9-E67,Unknown,,,137,137
WH-2-D60,Apparel & Accessories,Clothing,Underwear & Socks,499,497
WH-8-B20,Apparel & Accessories,Clothing,Underwear & Socks,252,252
WH-7-E87,Apparel & Accessories,Clothing,Underwear & Socks,266,265
WH-3-C17,Apparel & Accessories,Clothing,Underwear & Socks,257,256
